Name,Association,Class,Rarity,Level,Chibi,Health,Armor,Reload,Luck,Firepower,Torpedo,Evasion,Speed,AntiAir,Aviation,OilConsumption,Accuracy,AntiSubmarine
Makinami,Sakura Empire,Destroyer,Elite,Level 100,/w/images/a/a2/MakinamiChibi.png,1798,Light,187,40,61,478,185,42,135,0,9,180,174
Fortune,Royal Navy,Destroyer,Rare,Level 120 Retrofit,/w/images/b/b9/FortuneChibi.png,1567,Light,195,68,107,357,249,45,169,0,8,180,218
Mutsuki,Sakura Empire,Destroyer,Normal,Level 120 Retrofit,/w/images/6/66/MutsukiChibi.png,1652,Light,216,35,59,462,193,47,173,0,7,178,181
Fortune,Royal Navy,Destroyer,Rare,Level 120,/w/images/b/b9/FortuneChibi.png,1402,Light,195,68,72,357,209,42,154,0,8,180,218
Jeanne d'Arc,Iris Libre,Light Cruiser,Unreleased,Base Stats,,,,,,,,,,,,,,
Fortune,Royal Navy,Destroyer,Rare,Level 100 Retrofit,/w/images/b/b9/FortuneChibi.png,1333,Light,169,68,97,318,243,45,149,0,8,171,197
Mutsuki,Sakura Empire,Destroyer,Normal,Level 120,/w/images/6/66/MutsukiChibi.png,1487,Light,196,35,59,427,193,44,138,0,7,178,181
Fortune,Royal Navy,Destroyer,Rare,Level 100,/w/images/b/b9/FortuneChibi.png,1168,Light,169,68,62,318,203,42,134,0,8,171,197
Makinami,Sakura Empire,Destroyer,Elite,Base Stats,/w/images/a/a2/MakinamiChibi.png,348,Light,79,40,13,101,71,42,29,0,2,69,47
Fortune,Royal Navy,Destroyer,Rare,Base Stats,/w/images/b/b9/FortuneChibi.png,226,Light,72,68,13,67,78,42,29,0,2,66,54
Mutsuki,Sakura Empire,Destroyer,Normal,Level 100 Retrofit,/w/images/6/66/MutsukiChibi.png,1404,Light,191,35,51,420,187,47,155,0,7,169,162
Grenville,Royal Navy,Destroyer,Elite,Level 120,/w/images/c/cc/GrenvilleChibi.png,1518,Light,201,32,85,364,210,43,164,0,9,184,215
Littorio,Sardegna Empire,Battleship,Super Rare,Base Stats,/w/images/5/52/LittorioChibi.png,1389,Heavy,57,79,80,0,8,30,45,0,5,19,0
Grenville,Royal Navy,Destroyer,Elite,Level 100,/w/images/c/cc/GrenvilleChibi.png,1265,Light,175,32,74,324,204,43,143,0,9,175,195
Mutsuki,Sakura Empire,Destroyer,Normal,Level 100,/w/images/6/66/MutsukiChibi.png,1239,Light,171,35,51,385,187,44,120,0,7,169,162
Grenville,Royal Navy,Destroyer,Elite,Base Stats,/w/images/c/cc/GrenvilleChibi.png,245,Light,74,32,16,69,78,43,31,0,2,67,53
Sirius,Royal Navy,Light Cruiser,Super Rare,Level 120,/w/images/c/cf/SiriusChibi.png,3744,Light,182,70,151,161,97,32,385,0,11,169,164
Glowworm,Royal Navy,Destroyer,Elite,Level 120,/w/images/7/7b/GlowwormChibi.png,1412,Light,201,36,79,370,210,43,164,0,9,186,215
Mutsuki,Sakura Empire,Destroyer,Normal,Base Stats,/w/images/6/66/MutsukiChibi.png,240,Light,72,35,11,82,72,44,26,0,1,65,44
Glowworm,Royal Navy,Destroyer,Elite,Level 100,/w/images/7/7b/GlowwormChibi.png,1177,Light,175,36,69,330,204,43,143,0,9,177,195
Minsk,North Union,Destroyer,Elite,Level 100,/w/images/4/46/MinskChibi.png,2176,Light,175,58,126,198,170,48,150,0,9,175,183
Glowworm,Royal Navy,Destroyer,Elite,Base Stats,/w/images/7/7b/GlowwormChibi.png,228,Light,74,36,15,70,78,43,31,0,2,68,53
Kisaragi,Sakura Empire,Destroyer,Normal,Level 120 Retrofit,/w/images/5/5d/KisaragiChibi.png,1652,Light,216,15,59,462,193,47,173,0,7,178,179
Hardy,Royal Navy,Destroyer,Elite,Level 120,/w/images/c/c3/HardyChibi.png,1518,Light,201,40,81,374,210,43,157,0,9,197,192
Sirius,Royal Navy,Light Cruiser,Super Rare,Level 100,/w/images/c/cf/SiriusChibi.png,3343,Light,158,70,131,140,73,32,344,0,11,151,146
Hardy,Royal Navy,Destroyer,Elite,Level 100,/w/images/c/c3/HardyChibi.png,1265,Light,175,40,70,334,204,43,136,0,9,188,172
Kisaragi,Sakura Empire,Destroyer,Normal,Level 120,/w/images/5/5d/KisaragiChibi.png,1487,Light,196,15,59,427,193,44,138,0,7,178,179
Hardy,Royal Navy,Destroyer,Elite,Base Stats,/w/images/c/c3/HardyChibi.png,245,Light,74,40,15,71,78,43,29,0,2,72,47
Conte di Cavour,Sardegna Empire,Battleship,Rare,Level 120,/w/images/9/98/Conte_di_CavourChibi.png,6831,Heavy,138,45,337,146,36,27,175,0,13,62,0
Hunter,Royal Navy,Destroyer,Rare,Level 120,/w/images/3/36/HunterChibi.png,1370,Light,196,24,76,356,210,43,156,0,8,191,187
Kisaragi,Sakura Empire,Destroyer,Normal,Level 100 Retrofit,/w/images/5/5d/KisaragiChibi.png,1404,Light,191,15,51,420,187,47,155,0,7,169,160
Hunter,Royal Navy,Destroyer,Rare,Level 100,/w/images/3/36/HunterChibi.png,1142,Light,171,24,66,316,204,43,136,0,8,182,168
Sirius,Royal Navy,Light Cruiser,Super Rare,Base Stats,/w/images/c/cf/SiriusChibi.png,647,Light,67,70,28,30,28,32,74,0,3,58,40
Hunter,Royal Navy,Destroyer,Rare,Base Stats,/w/images/3/36/HunterChibi.png,221,Light,72,24,14,67,78,43,29,0,2,70,46
Kisaragi,Sakura Empire,Destroyer,Normal,Level 100,/w/images/5/5d/KisaragiChibi.png,1239,Light,171,15,51,385,187,44,120,0,7,169,160
Javelin,Royal Navy,Destroyer,Elite,Level 120 Retrofit,/w/images/8/89/JavelinChibi.png,1746,Light,207,65,90,429,250,46,160,0,9,194,215
Bluegill,Eagle Union,Submarine,Elite,Base Stats,/w/images/9/99/BluegillChibi.png,273,Light,32,65,13,96,9,16,0,0,2,60,0
Javelin,Royal Navy,Destroyer,Elite,Level 120,/w/images/8/89/JavelinChibi.png,1581,Light,207,65,80,374,210,43,160,0,9,194,215
Kisaragi,Sakura Empire,Destroyer,Normal,Base Stats,/w/images/5/5d/KisaragiChibi.png,240,Light,72,15,11,82,72,44,26,0,1,65,44
Javelin,Royal Navy,Destroyer,Elite,Level 100 Retrofit,/w/images/8/89/JavelinChibi.png,1482,Light,180,65,80,389,244,46,139,0,9,185,195
Curacoa,Royal Navy,Light Cruiser,Rare,Level 120 Retrofit,/w/images/a/a2/CuracoaChibi.png,3221,Light,182,24,174,0,92,29,199,0,9,173,53
Javelin,Royal Navy,Destroyer,Elite,Level 100,/w/images/8/89/JavelinChibi.png,1317,Light,180,65,70,334,204,43,139,0,9,185,195
Uzuki,Sakura Empire,Destroyer,Normal,Level 120,/w/images/9/9b/UzukiChibi.png,1487,Light,196,37,59,427,193,44,138,0,7,178,181
Javelin,Royal Navy,Destroyer,Elite,Base Stats,/w/images/8/89/JavelinChibi.png,255,Light,76,65,15,71,78,43,30,0,2,71,53
Conte di Cavour,Sardegna Empire,Battleship,Rare,Level 100,/w/images/9/98/Conte_di_CavourChibi.png,5889,Heavy,120,45,304,127,18,27,153,0,13,52,0
Juno,Royal Navy,Destroyer,Rare,Level 120,/w/images/f/f8/JunoChibi.png,1536,Light,201,40,76,364,210,43,156,0,8,194,210
Uzuki,Sakura Empire,Destroyer,Normal,Level 100,/w/images/9/9b/UzukiChibi.png,1239,Light,171,37,51,385,187,44,120,0,7,169,162
Juno,Royal Navy,Destroyer,Rare,Level 100,/w/images/f/f8/JunoChibi.png,1280,Light,175,40,66,324,204,43,135,0,8,185,190
Curacoa,Royal Navy,Light Cruiser,Rare,Level 120,/w/images/a/a2/CuracoaChibi.png,2981,Light,182,24,134,0,92,29,154,0,9,168,53
Juno,Royal Navy,Destroyer,Rare,Base Stats,/w/images/f/f8/JunoChibi.png,248,Light,74,40,14,69,78,43,29,0,2,71,52
Uzuki,Sakura Empire,Destroyer,Normal,Base Stats,/w/images/9/9b/UzukiChibi.png,240,Light,72,37,11,82,72,44,26,0,1,65,44
Vampire,Royal Navy,Destroyer,Elite,Level 120,/w/images/c/c7/VampireChibi.png,1314,Light,196,42,71,376,195,40,156,0,9,167,207
Minsk,North Union,Destroyer,Elite,Base Stats,/w/images/4/46/MinskChibi.png,421,Light,74,58,27,42,65,48,32,0,2,67,50
Vampire,Royal Navy,Destroyer,Elite,Level 100,/w/images/c/c7/VampireChibi.png,1095,Light,171,42,62,335,190,40,135,0,9,159,187
Minazuki,Sakura Empire,Destroyer,Normal,Level 120,/w/images/1/15/MinazukiChibi.png,1487,Light,196,45,59,427,193,44,138,0,7,178,168
Vampire,Royal Navy,Destroyer,Elite,Base Stats,/w/images/c/c7/VampireChibi.png,212,Light,72,42,13,71,73,40,29,0,2,61,51
Curacoa,Royal Navy,Light Cruiser,Rare,Level 100 Retrofit,/w/images/a/a2/CuracoaChibi.png,2878,Light,159,24,156,0,68,29,179,0,9,155,46
Leander,Royal Navy,Light Cruiser,Normal,Level 120 Retrofit,/w/images/6/65/LeanderChibi.png,3486,Light,176,44,196,305,102,32,321,0,8,145,125
Minazuki,Sakura Empire,Destroyer,Normal,Level 100,/w/images/1/15/MinazukiChibi.png,1239,Light,171,45,51,385,187,44,120,0,7,169,150
Leander,Royal Navy,Light Cruiser,Normal,Level 120,/w/images/6/65/LeanderChibi.png,3246,Light,171,44,146,270,102,32,321,0,8,145,125
Conte di Cavour,Sardegna Empire,Battleship,Rare,Base Stats,/w/images/9/98/Conte_di_CavourChibi.png,1139,Heavy,51,45,64,27,7,27,33,0,4,20,0
Leander,Royal Navy,Light Cruiser,Normal,Level 100 Retrofit,/w/images/6/65/LeanderChibi.png,3126,Light,154,44,177,271,77,32,284,0,8,129,110
Minazuki,Sakura Empire,Destroyer,Normal,Base Stats,/w/images/1/15/MinazukiChibi.png,240,Light,72,45,11,82,72,44,26,0,1,65,41
Leander,Royal Navy,Light Cruiser,Normal,Level 100,/w/images/6/65/LeanderChibi.png,2886,Light,149,44,127,236,77,32,284,0,8,129,110
Curacoa,Royal Navy,Light Cruiser,Rare,Level 100,/w/images/a/a2/CuracoaChibi.png,2638,Light,159,24,116,0,68,29,134,0,9,150,46
Leander,Royal Navy,Light Cruiser,Normal,Base Stats,/w/images/6/65/LeanderChibi.png,558,Light,63,44,27,50,30,32,61,0,2,50,30
Fumizuki,Sakura Empire,Destroyer,Rare,Level 120,/w/images/a/a6/FumizukiChibi.png,1516,Light,201,27,60,438,193,44,128,0,8,178,184
Achilles,Royal Navy,Light Cruiser,Rare,Level 120 Retrofit,/w/images/c/cc/AchillesChibi.png,3214,Light,180,54,213,359,97,32,295,0,9,148,128
Vittorio Veneto,Sardegna Empire,Battleship,Unreleased,Level 100,,,,,,,,,,,,,,
Achilles,Royal Navy,Light Cruiser,Rare,Level 120,/w/images/c/cc/AchillesChibi.png,2974,Light,175,54,163,324,97,32,295,0,9,148,128
Fumizuki,Sakura Empire,Destroyer,Rare,Level 100,/w/images/a/a6/FumizukiChibi.png,1263,Light,175,27,52,396,187,44,112,0,8,169,165
Achilles,Royal Navy,Light Cruiser,Rare,Level 100 Retrofit,/w/images/c/cc/AchillesChibi.png,2872,Light,157,54,192,321,73,32,259,0,9,132,113
Curacoa,Royal Navy,Light Cruiser,Rare,Base Stats,/w/images/a/a2/CuracoaChibi.png,510,Light,67,24,25,0,26,29,29,0,2,58,13
Achilles,Royal Navy,Light Cruiser,Rare,Level 100,/w/images/c/cc/AchillesChibi.png,2632,Light,152,54,142,286,73,32,259,0,9,132,113
Fumizuki,Sakura Empire,Destroyer,Rare,Base Stats,/w/images/a/a6/FumizukiChibi.png,244,Light,74,27,11,84,72,44,24,0,2,65,45
Achilles,Royal Navy,Light Cruiser,Rare,Base Stats,/w/images/c/cc/AchillesChibi.png,509,Light,64,54,30,61,28,32,55,0,2,51,31
Giulio Cesare,Sardegna Empire,Battleship,Elite,Level 120,/w/images/2/24/Giulio_CesareChibi.png,7030,Heavy,149,65,347,151,36,27,186,0,14,64,0
Ajax,Royal Navy,Light Cruiser,Rare,Level 120 Retrofit,/w/images/f/f5/AjaxChibi.png,3214,Light,180,74,213,359,97,32,295,0,9,148,128
Nagatsuki,Sakura Empire,Destroyer,Rare,Level 120,/w/images/0/00/NagatsukiChibi.png,1516,Light,201,35,60,438,193,44,128,0,8,178,187
Ajax,Royal Navy,Light Cruiser,Rare,Level 120,/w/images/f/f5/AjaxChibi.png,2974,Light,175,74,163,324,97,32,295,0,9,148,128
Curlew,Royal Navy,Light Cruiser,Rare,Level 120 Retrofit,/w/images/9/95/CurlewChibi.png,3029,Light,190,45,168,0,92,29,223,0,9,171,53
Ajax,Royal Navy,Light Cruiser,Rare,Level 100 Retrofit,/w/images/f/f5/AjaxChibi.png,2872,Light,157,74,192,321,73,32,259,0,9,132,113
Nagatsuki,Sakura Empire,Destroyer,Rare,Level 100,/w/images/0/00/NagatsukiChibi.png,1263,Light,175,35,52,396,187,44,112,0,8,169,168
Ajax,Royal Navy,Light Cruiser,Rare,Level 100,/w/images/f/f5/AjaxChibi.png,2632,Light,152,74,142,286,73,32,259,0,9,132,113
Tashkent,North Union,Destroyer,Super Rare,Level 120,/w/images/c/c3/TashkentChibi.png,2649,Light,205,86,180,279,179,51,176,0,10,187,208
Ajax,Royal Navy,Light Cruiser,Rare,Base Stats,/w/images/f/f5/AjaxChibi.png,509,Light,64,74,30,61,28,32,55,0,2,51,31
Nagatsuki,Sakura Empire,Destroyer,Rare,Base Stats,/w/images/0/00/NagatsukiChibi.png,244,Light,74,35,11,84,72,44,24,0,2,65,46
Dido,Royal Navy,Light Cruiser,Super Rare,Level 120,/w/images/a/a3/DidoChibi.png,3745,Light,194,85,158,178,97,32,388,0,11,160,169
Curlew,Royal Navy,Light Cruiser,Rare,Level 120,/w/images/9/95/CurlewChibi.png,2789,Light,190,45,128,0,92,29,178,0,9,166,53
Dido,Royal Navy,Light Cruiser,Super Rare,Level 100,/w/images/a/a3/DidoChibi.png,3343,Light,168,85,137,155,73,32,347,0,11,143,151
Mikazuki,Sakura Empire,Destroyer,Normal,Level 120,/w/images/c/ca/MikazukiChibi.png,1487,Light,196,40,59,427,193,44,138,0,7,178,182
Dido,Royal Navy,Light Cruiser,Super Rare,Base Stats,/w/images/a/a3/DidoChibi.png,647,Light,71,85,29,33,28,32,74,0,4,55,41
Giulio Cesare,Sardegna Empire,Battleship,Elite,Level 100,/w/images/2/24/Giulio_CesareChibi.png,6060,Heavy,130,65,313,131,18,27,162,0,14,54,0
Southampton,Royal Navy,Light Cruiser,Rare,Level 120,/w/images/0/05/SouthamptonChibi.png,3688,Light,171,32,151,273,100,32,307,0,9,157,103
Mikazuki,Sakura Empire,Destroyer,Normal,Level 100,/w/images/c/ca/MikazukiChibi.png,1239,Light,171,40,51,385,187,44,120,0,7,169,164
Southampton,Royal Navy,Light Cruiser,Rare,Level 100,/w/images/0/05/SouthamptonChibi.png,3293,Light,149,32,131,239,76,32,270,0,9,140,91
Curlew,Royal Navy,Light Cruiser,Rare,Level 100 Retrofit,/w/images/9/95/CurlewChibi.png,2708,Light,165,45,151,0,68,29,200,0,9,153,46
Southampton,Royal Navy,Light Cruiser,Rare,Base Stats,/w/images/0/05/SouthamptonChibi.png,637,Light,63,32,28,51,29,32,58,0,2,54,25
Mikazuki,Sakura Empire,Destroyer,Normal,Base Stats,/w/images/c/ca/MikazukiChibi.png,240,Light,72,40,11,82,72,44,26,0,1,65,45
Sheffield,Royal Navy,Light Cruiser,Elite,Level 120,/w/images/e/e7/SheffieldChibi.png,3796,Light,182,78,156,295,100,32,351,0,10,160,87
Casablanca,Eagle Union,Light Aircraft Carrier,Rare,Level 120,/w/images/0/0d/CasablancaChibi.png,4707,Medium,193,65,0,0,62,19,258,286,10,73,117
Sheffield,Royal Navy,Light Cruiser,Elite,Level 100,/w/images/e/e7/SheffieldChibi.png,3389,Light,159,78,135,259,76,32,311,0,10,143,76
Kawakaze,Sakura Empire,Destroyer,Super Rare,Level 120,/w/images/4/49/KawakazeChibi.png,1830,Light,217,38,69,545,190,40,161,0,10,191,200
Sheffield,Royal Navy,Light Cruiser,Elite,Base Stats,/w/images/e/e7/SheffieldChibi.png,656,Light,67,78,29,55,29,32,67,0,3,55,21
Curlew,Royal Navy,Light Cruiser,Rare,Level 100,/w/images/9/95/CurlewChibi.png,2468,Light,165,45,111,0,68,29,155,0,9,148,46
Gloucester,Royal Navy,Light Cruiser,Elite,Level 120,/w/images/d/d6/GloucesterChibi.png,3789,Light,176,45,156,281,101,32,317,0,11,157,142
Kawakaze,Sakura Empire,Destroyer,Super Rare,Level 100,/w/images/4/49/KawakazeChibi.png,1525,Light,188,38,60,495,184,40,140,0,10,182,180
Gloucester,Royal Navy,Light Cruiser,Elite,Level 100,/w/images/d/d6/GloucesterChibi.png,3445,Light,154,45,136,246,76,32,280,0,11,140,126
Giulio Cesare,Sardegna Empire,Battleship,Elite,Base Stats,/w/images/2/24/Giulio_CesareChibi.png,1172,Heavy,55,65,66,28,7,27,35,0,5,21,0
Gloucester,Royal Navy,Light Cruiser,Elite,Base Stats,/w/images/d/d6/GloucesterChibi.png,666,Light,65,45,29,52,29,32,60,0,3,54,34
Kawakaze,Sakura Empire,Destroyer,Super Rare,Base Stats,/w/images/4/49/KawakazeChibi.png,295,Light,80,38,13,105,71,40,30,0,3,70,49
Edinburgh,Royal Navy,Light Cruiser,Elite,Level 120,/w/images/d/d8/EdinburghChibi.png,4486,Light,176,37,157,280,100,32,313,0,10,160,101
Curlew,Royal Navy,Light Cruiser,Rare,Base Stats,/w/images/9/95/CurlewChibi.png,477,Light,70,45,24,0,26,29,33,0,2,57,13
Edinburgh,Royal Navy,Light Cruiser,Elite,Level 100,/w/images/d/d8/EdinburghChibi.png,4078,Light,153,37,137,246,76,32,276,0,10,143,88
Kiyonami,Sakura Empire,Destroyer,Rare,Level 120,/w/images/9/91/KiyonamiChibi.png,2055,Light,210,46,59,497,191,42,138,0,8,194,184
Edinburgh,Royal Navy,Light Cruiser,Elite,Base Stats,/w/images/d/d8/EdinburghChibi.png,789,Light,65,37,29,52,29,32,59,0,3,55,24
Tashkent,North Union,Destroyer,Super Rare,Level 100,/w/images/c/c3/TashkentChibi.png,2208,Light,178,86,156,245,173,51,153,0,10,178,188
Belfast,Royal Navy,Light Cruiser,Super Rare,Level 120,/w/images/8/84/BelfastChibi.png,3970,Light,182,88,179,340,96,32,293,0,11,160,144
Kiyonami,Sakura Empire,Destroyer,Rare,Level 100,/w/images/9/91/KiyonamiChibi.png,1712,Light,183,46,51,452,185,42,120,0,8,185,165
Belfast,Royal Navy,Light Cruiser,Super Rare,Level 100,/w/images/8/84/BelfastChibi.png,3544,Light,159,88,156,301,72,32,257,0,11,143,128
Kimberly,Eagle Union,Destroyer,Rare,Level 120,/w/images/7/7e/KimberlyChibi.png,2054,Light,201,77,82,283,160,42,182,0,8,199,206
Belfast,Royal Navy,Light Cruiser,Super Rare,Base Stats,/w/images/8/84/BelfastChibi.png,686,Light,67,88,33,64,28,32,55,0,3,55,35
Kiyonami,Sakura Empire,Destroyer,Rare,Base Stats,/w/images/9/91/KiyonamiChibi.png,331,Light,77,46,11,96,71,42,26,0,2,71,45
Arethusa,Royal Navy,Light Cruiser,Rare,Level 120,/w/images/1/16/ArethusaChibi.png,2830,Light,187,69,156,270,100,32,324,0,9,170,115
Zara,Sardegna Empire,Heavy Cruiser,Super Rare,Level 120,/w/images/7/7b/ZaraChibi.png,4941,Medium,182,75,252,0,57,26,229,0,12,118,0
Arethusa,Royal Navy,Light Cruiser,Rare,Level 100,/w/images/1/16/ArethusaChibi.png,2493,Light,163,69,135,236,76,32,286,0,9,152,101
Niizuki,Sakura Empire,Destroyer,Elite,Level 120,/w/images/e/eb/NiizukiChibi.png,2445,Light,210,32,76,370,179,39,193,0,9,184,200
Arethusa,Royal Navy,Light Cruiser,Rare,Base Stats,/w/images/1/16/ArethusaChibi.png,482,Light,69,69,29,50,29,32,61,0,2,58,28
Kimberly,Eagle Union,Destroyer,Rare,Level 100,/w/images/7/7e/KimberlyChibi.png,1712,Light,175,77,72,248,154,42,158,0,8,190,186
Galatea,Royal Navy,Light Cruiser,Rare,Level 120,/w/images/7/7c/GalateaChibi.png,2830,Light,187,26,156,270,100,32,324,0,9,170,92
Niizuki,Sakura Empire,Destroyer,Elite,Level 100,/w/images/e/eb/NiizukiChibi.png,2037,Light,183,32,66,330,174,39,168,0,9,175,180
Galatea,Royal Navy,Light Cruiser,Rare,Level 100,/w/images/7/7c/GalateaChibi.png,2493,Light,163,26,135,236,76,32,286,0,9,152,81
Richelieu,Iris Libre,Battleship,Unreleased,Level 120,,,,,,,,,,,,,,
Galatea,Royal Navy,Light Cruiser,Rare,Base Stats,/w/images/7/7c/GalateaChibi.png,482,Light,69,26,29,50,29,32,61,0,2,58,22
Niizuki,Sakura Empire,Destroyer,Elite,Base Stats,/w/images/e/eb/NiizukiChibi.png,394,Light,77,32,14,70,67,39,36,0,2,67,49
Aurora,Royal Navy,Light Cruiser,Elite,Level 120,/w/images/4/44/AuroraChibi.png,2914,Light,195,84,162,279,100,32,333,0,10,172,109
Kimberly,Eagle Union,Destroyer,Rare,Base Stats,/w/images/7/7e/KimberlyChibi.png,331,Light,74,77,15,53,59,42,34,0,2,73,51
Aurora,Royal Navy,Light Cruiser,Elite,Level 100,/w/images/4/44/AuroraChibi.png,2568,Light,169,84,141,244,76,32,295,0,10,153,96
Harutsuki,Sakura Empire,Destroyer,Elite,Level 120,/w/images/9/9a/HarutsukiChibi.png,2445,Light,210,61,74,363,179,39,194,0,9,189,207
Aurora,Royal Navy,Light Cruiser,Elite,Base Stats,/w/images/4/44/AuroraChibi.png,497,Light,72,84,30,52,29,32,63,0,3,59,26
Zara,Sardegna Empire,Heavy Cruiser,Super Rare,Level 100,/w/images/7/7b/ZaraChibi.png,4412,Medium,158,75,220,0,24,26,200,0,12,101,0
London,Royal Navy,Heavy Cruiser,Elite,Level 120 Retrofit,/w/images/7/7f/LondonChibi.png,3841,Light,165,62,233,223,82,25,297,0,11,136,0
Harutsuki,Sakura Empire,Destroyer,Elite,Level 100,/w/images/9/9a/HarutsukiChibi.png,2037,Light,183,61,65,323,174,39,169,0,9,180,187
London,Royal Navy,Heavy Cruiser,Elite,Level 120,/w/images/7/7f/LondonChibi.png,3561,Light,165,62,223,223,67,25,212,0,11,116,0
Mullany,Eagle Union,Destroyer,Elite,Level 120,/w/images/4/47/MullanyChibi.png,2115,Light,206,89,90,291,160,42,172,0,9,197,212
London,Royal Navy,Heavy Cruiser,Elite,Level 100 Retrofit,/w/images/7/7f/LondonChibi.png,3417,Light,144,62,204,194,37,25,270,0,11,119,0
Harutsuki,Sakura Empire,Destroyer,Elite,Base Stats,/w/images/9/9a/HarutsukiChibi.png,394,Light,77,61,14,68,67,39,36,0,2,69,51
London,Royal Navy,Heavy Cruiser,Elite,Level 100,/w/images/7/7f/LondonChibi.png,3137,Light,144,62,194,194,22,25,185,0,11,99,0
Tashkent,North Union,Destroyer,Super Rare,Base Stats,/w/images/c/c3/TashkentChibi.png,427,Light,75,86,33,52,66,51,33,0,3,68,51
London,Royal Navy,Heavy Cruiser,Elite,Base Stats,/w/images/7/7f/LondonChibi.png,607,Light,61,62,41,41,9,25,40,0,3,38,0
Yoizuki,Sakura Empire,Destroyer,Elite,Level 120,/w/images/5/57/YoizukiChibi.png,2445,Light,210,61,74,363,179,39,199,0,9,188,200
Shropshire,Royal Navy,Heavy Cruiser,Rare,Level 120,/w/images/3/32/ShropshireChibi.png,3461,Light,160,75,218,215,67,25,208,0,10,116,0
Mullany,Eagle Union,Destroyer,Elite,Level 100,/w/images/4/47/MullanyChibi.png,1762,Light,179,89,78,255,154,42,150,0,9,187,192
Shropshire,Royal Navy,Heavy Cruiser,Rare,Level 100,/w/images/3/32/ShropshireChibi.png,3049,Light,139,75,190,187,22,25,181,0,10,99,0
Yoizuki,Sakura Empire,Destroyer,Elite,Level 100,/w/images/5/57/YoizukiChibi.png,2037,Light,183,61,65,323,174,39,173,0,9,179,180
Shropshire,Royal Navy,Heavy Cruiser,Rare,Base Stats,/w/images/3/32/ShropshireChibi.png,590,Light,59,75,40,40,9,25,39,0,3,38,0
Zara,Sardegna Empire,Heavy Cruiser,Super Rare,Base Stats,/w/images/7/7b/ZaraChibi.png,853,Medium,67,75,47,0,9,26,43,0,4,39,0
Kent,Royal Navy,Heavy Cruiser,Rare,Level 120,/w/images/8/85/KentChibi.png,3508,Light,160,71,218,215,65,25,208,0,10,116,0
Yoizuki,Sakura Empire,Destroyer,Elite,Base Stats,/w/images/5/57/YoizukiChibi.png,394,Light,77,61,14,68,67,39,37,0,2,69,49
Kent,Royal Navy,Heavy Cruiser,Rare,Level 100,/w/images/8/85/KentChibi.png,3090,Light,139,71,190,187,21,25,181,0,10,99,0
Mullany,Eagle Union,Destroyer,Elite,Base Stats,/w/images/4/47/MullanyChibi.png,341,Light,76,89,17,54,59,42,32,0,2,72,52
Kent,Royal Navy,Heavy Cruiser,Rare,Base Stats,/w/images/8/85/KentChibi.png,598,Light,59,71,40,40,8,25,39,0,3,38,0
Radford,Eagle Union,Destroyer,Rare,Level 120,/w/images/0/06/RadfordChibi.png,2054,Light,201,80,85,283,163,45,172,0,8,197,206
Suffolk,Royal Navy,Heavy Cruiser,Rare,Level 120 Retrofit,/w/images/c/cd/SuffolkChibi.png,3754,Light,165,72,273,245,65,25,208,0,10,116,0
Casablanca,Eagle Union,Light Aircraft Carrier,Rare,Level 100,/w/images/0/0d/CasablancaChibi.png,3923,Medium,168,65,0,0,41,19,225,251,10,63,103
Suffolk,Royal Navy,Heavy Cruiser,Rare,Level 120,/w/images/c/cd/SuffolkChibi.png,3474,Light,160,72,218,215,65,25,208,0,10,116,0
Radford,Eagle Union,Destroyer,Rare,Level 100,/w/images/0/06/RadfordChibi.png,1712,Light,175,80,74,248,157,45,150,0,8,188,186
Suffolk,Royal Navy,Heavy Cruiser,Rare,Level 100 Retrofit,/w/images/c/cd/SuffolkChibi.png,3354,Light,144,72,245,217,21,25,181,0,10,99,0
Chaser,Royal Navy,Light Aircraft Carrier,Elite,Level 120,/w/images/9/9a/ChaserChibi.png,4707,Medium,185,82,0,0,62,18,257,299,11,86,144
Suffolk,Royal Navy,Heavy Cruiser,Rare,Level 100,/w/images/c/cd/SuffolkChibi.png,3074,Light,139,72,190,187,21,25,181,0,10,99,0
Radford,Eagle Union,Destroyer,Rare,Base Stats,/w/images/0/06/RadfordChibi.png,331,Light,74,80,16,53,60,45,32,0,2,72,51
Suffolk,Royal Navy,Heavy Cruiser,Rare,Base Stats,/w/images/c/cd/SuffolkChibi.png,595,Light,59,72,40,40,8,25,39,0,3,38,0
Trento,Sardegna Empire,Heavy Cruiser,Rare,Level 120,/w/images/a/ad/TrentoChibi.png,3544,Light,160,42,232,184,71,28,186,0,10,118,0
Norfolk,Royal Navy,Heavy Cruiser,Rare,Level 120,/w/images/6/66/NorfolkChibi.png,4621,Medium,160,69,178,141,68,25,241,0,10,116,0
Jenkins,Eagle Union,Destroyer,Rare,Level 120,/w/images/c/c3/JenkinsChibi.png,2080,Light,201,81,85,283,161,43,172,0,8,197,206
Norfolk,Royal Navy,Heavy Cruiser,Rare,Level 100,/w/images/6/66/NorfolkChibi.png,4126,Medium,139,69,154,123,24,25,210,0,10,99,0
Chaser,Royal Navy,Light Aircraft Carrier,Elite,Level 100,/w/images/9/9a/ChaserChibi.png,4023,Medium,161,82,0,0,39,18,224,263,11,73,128
Norfolk,Royal Navy,Heavy Cruiser,Rare,Base Stats,/w/images/6/66/NorfolkChibi.png,798,Medium,59,69,33,26,9,25,45,0,3,38,0
